StudentId,exist-week-3-dir,exist-contacts-dir,directory-mismatch,exist-files,copy,make,test-add,test-find,test-remove,test-size,test-update
2020081830,"(('failed',), ('',))","(('failed',), (""[Errno 2] No such file or directory: 'repositories/2020081830/./week-3': 'repositories/2020081830/./week-3'"",))","(('failed', 'failed', 'failed'), ('failed', 'failed', 'failed'))","(('failed', 'failed', 'failed', 'failed'), (""[Errno 2] No such file or directory: 'repositories/2020081830/./week-3/contacts': 'repositories/2020081830/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020081830/./week-3/contacts': 'repositories/2020081830/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020081830/./week-3/contacts': 'repositories/2020081830/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020081830/./week-3/contacts': 'repositories/2020081830/./week-3/contacts'""))","(('failed', 'failed', 'failed'), ('failed', 'failed', 'failed'))","(('pass',), (""make: *** No rule to make target 'all'.  Stop.\n"",))","(('pass',), ('/bin/sh: 1: ./tests/add.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/find.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/remove.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/size.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/update.out: not found\n',))"
2020097010,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('Segmentation fault\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020034739,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020028377,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('add.out: tests/add.cc:17: int main(): Assertion `!contacts.add({4, ""name"", ""phone"", ""mail""})\' failed.\nAborted\n',))","(('pass',), (""find.out: tests/find.cc:24: int main(): Assertion `student.id == 1' failed.\nAborted\n"",))","(('pass',), (""remove.out: tests/remove.cc:17: int main(): Assertion `!contacts.remove(0)' failed.\nAborted\n"",))","(('pass',), (""size.out: tests/size.cc:12: int main(): Assertion `contacts.size() == 1' failed.\nAborted\n"",))","(('pass',), ('',))"
2017069598,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020094148,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020026880,"(('failed',), ('',))","(('failed',), (""[Errno 2] No such file or directory: 'repositories/2020026880/./week-3': 'repositories/2020026880/./week-3'"",))","(('failed', 'failed', 'failed'), ('failed', 'failed', 'failed'))","(('failed', 'failed', 'failed', 'failed'), (""[Errno 2] No such file or directory: 'repositories/2020026880/./week-3/contacts': 'repositories/2020026880/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020026880/./week-3/contacts': 'repositories/2020026880/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020026880/./week-3/contacts': 'repositories/2020026880/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020026880/./week-3/contacts': 'repositories/2020026880/./week-3/contacts'""))","(('failed', 'failed', 'failed'), ('failed', 'failed', 'failed'))","(('pass',), (""make: *** No rule to make target 'all'.  Stop.\n"",))","(('pass',), ('/bin/sh: 1: ./tests/add.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/find.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/remove.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/size.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/update.out: not found\n',))"
2016056599,"(('pass',), ('',))","(('failed',), ('',))","(('pass', 'pass', 'pass'), ('', '', ''))","(('failed', 'failed', 'failed', 'failed'), (""[Errno 2] No such file or directory: 'repositories/2016056599/./week-3/contacts': 'repositories/2016056599/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2016056599/./week-3/contacts': 'repositories/2016056599/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2016056599/./week-3/contacts': 'repositories/2016056599/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2016056599/./week-3/contacts': 'repositories/2016056599/./week-3/contacts'""))","(('failed', 'failed', 'failed'), ('failed', 'failed', 'failed'))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('add.out: tests/add.cc:17: int main(): Assertion `!contacts.add({4, ""name"", ""phone"", ""mail""})\' failed.\nAborted\n',))","(('pass',), ('',))","(('pass',), (""remove.out: tests/remove.cc:17: int main(): Assertion `!contacts.remove(0)' failed.\nAborted\n"",))","(('pass',), ('',))","(('pass',), ('',))"
2020079234,"(('failed',), ('',))","(('failed',), (""[Errno 2] No such file or directory: 'repositories/2020079234/./week-3': 'repositories/2020079234/./week-3'"",))","(('failed', 'failed', 'failed'), ('failed', 'failed', 'failed'))","(('failed', 'failed', 'failed', 'failed'), (""[Errno 2] No such file or directory: 'repositories/2020079234/./week-3/contacts': 'repositories/2020079234/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020079234/./week-3/contacts': 'repositories/2020079234/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020079234/./week-3/contacts': 'repositories/2020079234/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020079234/./week-3/contacts': 'repositories/2020079234/./week-3/contacts'""))","(('failed', 'failed', 'failed'), ('failed', 'failed', 'failed'))","(('pass',), (""make: *** No rule to make target 'all'.  Stop.\n"",))","(('pass',), ('/bin/sh: 1: ./tests/add.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/find.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/remove.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/size.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/update.out: not found\n',))"
2020087183,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('add.out: tests/add.cc:25: int main(): Assertion `contacts.add(0, ""name"", ""phone"", ""mail"")\' failed.\nAborted\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), (""size.out: tests/size.cc:10: int main(): Assertion `contacts.size() == 0' failed.\nAborted\n"",))","(('pass',), ('update.out: tests/update.cc:15: int main(): Assertion `contacts.update(0, ""name2"", ""1"", ""2"")\' failed.\nAborted\n',))"
2020048868,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), (""g++ -std=c++11 -c -o contacts.o contacts.cc\nMakefile:4: recipe for target 'contacts.o' failed\n"",))","(('pass',), ('/bin/sh: 1: ./tests/add.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/find.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/remove.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/size.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/update.out: not found\n',))"
2020091676,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), (""g++ -std=c++11 -c -o contacts.o contacts.cc\nMakefile:4: recipe for target 'contacts.o' failed\n"",))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020028604,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('add.out: tests/add.cc:17: int main(): Assertion `!contacts.add({4, ""name"", ""phone"", ""mail""})\' failed.\nAborted\n',))","(('pass',), (""find.out: tests/find.cc:24: int main(): Assertion `student.id == 1' failed.\nAborted\n"",))","(('pass',), (""remove.out: tests/remove.cc:17: int main(): Assertion `!contacts.remove(0)' failed.\nAborted\n"",))","(('pass',), (""size.out: tests/size.cc:12: int main(): Assertion `contacts.size() == 1' failed.\nAborted\n"",))","(('pass',), ('',))"
2020022660,"(('failed',), ('',))","(('failed',), (""[Errno 2] No such file or directory: 'repositories/2020022660/./week-3': 'repositories/2020022660/./week-3'"",))","(('failed', 'failed', 'failed'), ('failed', 'failed', 'failed'))","(('failed', 'failed', 'failed', 'failed'), (""[Errno 2] No such file or directory: 'repositories/2020022660/./week-3/contacts': 'repositories/2020022660/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020022660/./week-3/contacts': 'repositories/2020022660/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020022660/./week-3/contacts': 'repositories/2020022660/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020022660/./week-3/contacts': 'repositories/2020022660/./week-3/contacts'""))","(('failed', 'failed', 'failed'), ('failed', 'failed', 'failed'))","(('pass',), (""make: *** No rule to make target 'all'.  Stop.\n"",))","(('pass',), ('/bin/sh: 1: ./tests/add.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/find.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/remove.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/size.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/update.out: not found\n',))"
2020015232,"(('pass',), ('',))","(('failed',), ('',))","(('pass', 'pass', 'pass'), ('', '', ''))","(('failed', 'failed', 'failed', 'failed'), (""[Errno 2] No such file or directory: 'repositories/2020015232/./week-3/contacts': 'repositories/2020015232/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020015232/./week-3/contacts': 'repositories/2020015232/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020015232/./week-3/contacts': 'repositories/2020015232/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020015232/./week-3/contacts': 'repositories/2020015232/./week-3/contacts'""))","(('failed', 'failed', 'failed'), ('failed', 'failed', 'failed'))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('add.out: tests/add.cc:17: int main(): Assertion `!contacts.add({4, ""name"", ""phone"", ""mail""})\' failed.\nAborted\n',))","(('pass',), (""find.out: tests/find.cc:24: int main(): Assertion `student.id == 1' failed.\nAborted\n"",))","(('pass',), (""remove.out: tests/remove.cc:18: int main(): Assertion `contacts.remove(1)' failed.\nAborted\n"",))","(('pass',), (""size.out: tests/size.cc:14: int main(): Assertion `contacts.size() == 2' failed.\nAborted\n"",))","(('pass',), ('',))"
2020015050,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('add.out: tests/add.cc:17: int main(): Assertion `!contacts.add({4, ""name"", ""phone"", ""mail""})\' failed.\nAborted\n',))","(('pass',), (""find.out: tests/find.cc:24: int main(): Assertion `student.id == 1' failed.\nAborted\n"",))","(('pass',), (""remove.out: tests/remove.cc:17: int main(): Assertion `!contacts.remove(0)' failed.\nAborted\n"",))","(('pass',), (""size.out: tests/size.cc:12: int main(): Assertion `contacts.size() == 1' failed.\nAborted\n"",))","(('pass',), ('',))"
2020061176,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020035114,"(('pass',), ('',))","(('failed',), ('',))","(('pass', 'pass', 'pass'), ('', ""cp: cannot stat 'contacts.cc': No such file or directory\n"", ''))","(('failed', 'failed', 'failed', 'failed'), (""[Errno 2] No such file or directory: 'repositories/2020035114/./week-3/contacts': 'repositories/2020035114/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020035114/./week-3/contacts': 'repositories/2020035114/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020035114/./week-3/contacts': 'repositories/2020035114/./week-3/contacts'"", ""[Errno 2] No such file or directory: 'repositories/2020035114/./week-3/contacts': 'repositories/2020035114/./week-3/contacts'""))","(('failed', 'failed', 'failed'), ('failed', 'failed', 'failed'))","(('pass',), (""make: Warning: File 'tests/add.cc' has modification time 0.0072 s in the future\nmake: *** No rule to make target 'contacts.cc', needed by 'contacts.o'.  Stop.\n"",))","(('pass',), ('/bin/sh: 1: ./tests/add.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/find.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/remove.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/size.out: not found\n',))","(('pass',), ('/bin/sh: 1: ./tests/update.out: not found\n',))"
2016025796,"(('pass',), ('',))","(('pass',), ('',))",,"(('pass', 'pass', 'pass', 'pass'), ('', '', '', ''))","(('pass', 'pass', 'pass'), ('', '', ''))","(('pass',), ('g++ -std=c++11 -c -o contacts.o contacts.cc\ng++ -std=c++11 -o tests/add.out tests/add.cc contacts.o\ng++ -std=c++11 -o tests/remove.out tests/remove.cc contacts.o\ng++ -std=c++11 -o tests/update.out tests/update.cc contacts.o\ng++ -std=c++11 -o tests/find.out tests/find.cc contacts.o\ng++ -std=c++11 -o tests/size.out tests/size.cc contacts.o\n',))","(('pass',), ('Segmentation fault\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), (""size.out: tests/size.cc:14: int main(): Assertion `contacts.size() == 2' failed.\nAborted\n"",))","(('pass',), ('',))"
