StudentId,exist-a,build-a,run-a,check-a,exist-b,build-b,run-b,check-b
2020023445,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020043281,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('failed',), ('Files /Users/jiun/workspace/ITE1015/assignments/./week-2/b-1.out and /Users/jiun/workspace/ITE1015/temp/2020043281/b-1.out differ\nb-1.out wrong\nFiles /Users/jiun/workspace/ITE1015/assignments/./week-2/b-3.out and /Users/jiun/workspace/ITE1015/temp/2020043281/b-3.out differ\nb-3.out wrong\n',))"
2020070164,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('failed',), ('Files /Users/jiun/workspace/ITE1015/assignments/./week-2/a-1.out and /Users/jiun/workspace/ITE1015/temp/2020070164/a-1.out differ\na-1.out wrong\nFiles /Users/jiun/workspace/ITE1015/assignments/./week-2/a-2.out and /Users/jiun/workspace/ITE1015/temp/2020070164/a-2.out differ\na-2.out wrong\nFiles /Users/jiun/workspace/ITE1015/assignments/./week-2/a-3.out and /Users/jiun/workspace/ITE1015/temp/2020070164/a-3.out differ\na-3.out wrong\nFiles /Users/jiun/workspace/ITE1015/assignments/./week-2/a-4.out and /Users/jiun/workspace/ITE1015/temp/2020070164/a-4.out differ\na-4.out wrong\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('failed',), ('Files /Users/jiun/workspace/ITE1015/assignments/./week-2/b-1.out and /Users/jiun/workspace/ITE1015/temp/2020070164/b-1.out differ\nb-1.out wrong\nFiles /Users/jiun/workspace/ITE1015/assignments/./week-2/b-2.out and /Users/jiun/workspace/ITE1015/temp/2020070164/b-2.out differ\nb-2.out wrong\nFiles /Users/jiun/workspace/ITE1015/assignments/./week-2/b-3.out and /Users/jiun/workspace/ITE1015/temp/2020070164/b-3.out differ\nb-3.out wrong\n',))"
2020017429,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2016049907,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020064302,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020031603,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020078822,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020030819,"(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
2020068331,"(('failed',), ('',))","(('failed',), (""clang: error: no such file or directory: 'the-starry-night.cc'\nclang: error: no input files\n"",))","(('pass',), ('/bin/sh: /Users/jiun/workspace/ITE1015/temp/2020068331/a.out: No such file or directory\n/bin/sh: /Users/jiun/workspace/ITE1015/temp/2020068331/a.out: No such file or directory\n/bin/sh: /Users/jiun/workspace/ITE1015/temp/2020068331/a.out: No such file or directory\n/bin/sh: /Users/jiun/workspace/ITE1015/temp/2020068331/a.out: No such file or directory\n',))","(('failed',), ('Files /Users/jiun/workspace/ITE1015/assignments/./week-2/a-1.out and /Users/jiun/workspace/ITE1015/temp/2020068331/a-1.out differ\na-1.out wrong\nFiles /Users/jiun/workspace/ITE1015/assignments/./week-2/a-2.out and /Users/jiun/workspace/ITE1015/temp/2020068331/a-2.out differ\na-2.out wrong\nFiles /Users/jiun/workspace/ITE1015/assignments/./week-2/a-3.out and /Users/jiun/workspace/ITE1015/temp/2020068331/a-3.out differ\na-3.out wrong\nFiles /Users/jiun/workspace/ITE1015/assignments/./week-2/a-4.out and /Users/jiun/workspace/ITE1015/temp/2020068331/a-4.out differ\na-4.out wrong\n',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))","(('pass',), ('',))"
